tweet,label
"@claudsstone nopee i had my last one one monday, but everyone still had theirs so haven't done anything yett  andd haa tiwtter is vile lol",negative
my building got h1n1...dim suen... ,negative
"@roseydow2 Rosie, your page for creating an audio ecourse doesn't display right in my Internet explorer browser ",positive
@stormierae shit me too. the past two nights i have been goin to bed around 4 and waking upat 7.30 and then going back to bed ,negative
"Murg tired, that's what you get playing peggle nights till 4am ",negative
@juliarygaard  I work for Toyota if I can ever help ,positive
is at home right now but are going to Copenhagen later ,positive
"First night with a new bed... I actually slept most of the night, and this morning my back barely hurts ",positive
anyone know where i could possibly get a last minute ticket to Roller Kingdom Kegger???? I really want to go!! ,negative
eatin one of liz'z cupcakes she left.  .... do u want theplate back  .xxxx their okay... cuz last time i had a burnt one .,positive
@jennahfah Your leaving me  Nooo i need you how long are you gone. Forever? Not forever! I can't take forever!!!,negative
Working happily in the rain in his office  redesigning www.blubee.com to reflect the new founded company Blubee Media.,positive
@LizZzzNY hey there...how are u doing my dearest twitter ,positive
???? in love with my wife Judith  ????,positive
i'll do follow friday a little later on...i'm busy taking over this lady's job. ,negative
Demi and Miley's songs are soo inspiring!  Can't wait for the teen choice awards. I hope my fav stars win!,positive
Heading to my office at SunSpots recording studios near Orlando. http://tinyurl.com/cfyvds Got some auds and radio commercials to read ,positive
I love my country......... Aussie pride ,positive
Everybody's going to Transformers tonight ,negative
Off to watch Bones tweet ya later ,positive
@missnakaji I'm sorry I think it was me ,negative
@ddlovato yayyy!  whats the good news?,positive
It's almost 7:30 in baghdad. ,negative
"@DjInfamous804 i know you have... ,akes people NOT want to be on the phone ",negative
Maybe we'll get to test the rain barrel today...I better bring a sweater to Church ,positive
getting some coffee in ahead of big day of meeetings from 8.30 til 6 . Eeeek ,negative
"@bronte_saurus sadly, yes ",negative
"@MissWall How are you this evening, I'm getting ready to watch the Pittsburg beat the WINGS Have your self a pleasant night ",positive
Woke up to a great and lovely morning in Venice ,positive
@thelifeofliv: But you can borrow my follicles if you need them... ,positive
"In a teleconference at this moment, boring ",negative
is watching Snakes On A Plane &amp; having a bad day ,negative
Im trying to move and get up but it just hurts to much... ,negative
@jamonwhite Leaving the beautiful city of Edinburgh behind to go to a very gray city...with lots of seagulls ,negative
I invented a friend to twitter; maybe he will use twitter too ,positive
@Josie_Jo_x lol  good luck for the midwife. Which film are you thinking of seeing? We have cheap films on a Tues,positive
"@Jesster_Atlarge I ordered it through my local Barnes &amp; Noble, so no extras. I made enough 2 have 4 lunches, and leftovers. No guests ",negative
"@definatalie I'm sorry  I'm so hormonal, I hated myself and I couldn't leave the house ",negative
Someone from first Archery group at the Scottish Jamborette just added me on facebook...making me suddenly miss Scotland even more. ,negative
"i am an awful, awful person...always manage to eff things over...  *cry*",negative
feeling a little  today,negative
i am not in work mode today - pain is creeping up and i am becoming more and more numb ,negative
@MIrKETing looks like I'm heading south next Saturday ,positive
Just had the worst day of my life... ,negative
"@itsybtchyspider 2 hotdogs, chili/cheese nachos, kit kat, diet dr pepper ... i NEVER eat that much at once so bad for me but oh so good! ",positive
just found out i have swimmer's ear  and don't know what to do  http://bit.ly/3m7ax,negative
@shae75 no I missed that! ,negative
Woo for Ironside! The new book! Eryn you have to read it! This time It's about Roiben and Kaye again.  not that other crazy girl xD,positive
i need more followers! ,negative
"@baekdal not coincident, faith ",positive
@NickyWhatThatIs Nope ,positive
@princess_wnda : jiyee acill. who is it? someone new? ,positive
@dymundeyessz hmmmmm i have some chocolate pudding cold chillin in my fridge  lol your making me want it,positive
my hair is sooo soft ,positive
In Charlotte with my Mom and sister enjoying time with them missing my hubby and kids though ,negative
@jen004 No one ever said standing on the other side of my sight wasn't a disturbing thought. I take pride in my work  yup that I do.,positive
"Found a wrapped coupon in a bag of chips today. First thought: &quot;free boat ride for three.&quot; Unfortunately, it was just $1 off my next bag. ",negative
@martinedeluna Aww...  Yeah just stay home and don't leave until you're alright.,negative
"@MissMoney_Penny, paradoxically it was an animation.  Doesn't fit to my list.",positive
@Bel naawwww thanks so much! ,positive
@lemongeneration @thisgoeshere @doombox hola!  how are you wonderful people today?,positive
FINALLY HOME!!!! ,positive
"and finally, one of us brought up the inevitable. the end of almost three years and i'm perfectly fine ",positive
@WParenthetical Ahhh... Complications can have all sorts of ramifications. And can be lots of fun. ,positive
@Athirn ÐÐ¾Ñ?Ð¼Ð¾ÑÑÐµÑÑ ÐºÐ¾Ð½ÑÐ¾Ð²ÐºÑ Ñ?ÑÐ¾Ð¹ Ð¸Ð³ÑÑ ÑÐ¶Ðµ Ñ?ÑÐ°Ð»Ð¾ Ð¿ÑÐ¾Ñ?ÑÐ¾ Ð´ÐµÐ»Ð¾Ð¼ ÑÐµÑ?ÑÐ¸ ,positive
oh gosh it's frikin hot out here ,negative
@Maddieque What are you doing ? ,positive
"watching top 100 hip hop tunes on vh1,takes me back a bit ",positive
- you're welcome  http://aweber.com/b/22u8Z,positive
We're pirates!! ,positive
chilin with my little brotherrrr  oday was amazing xP,positive
"@radroy I like coke bottles best is getting the red bit off &amp; the sweet brown liquid inside. Tell Sasha to try Sprite, cool green bottle ",positive
@ddlovato sometimes we need a good cry. &amp; your voice'll find its way back. sorta like the little mermaid  #trackle,negative
recorded a cover of her favorite song today ,positive
@Sallyanswers thanks Sally! ,positive
@Lisa__Marshall yeh i know  then at the end: love you Lisa lol,positive
Seesmic Desktop 0.3 still missing option to un-favorite a tweet ,negative
is love LOVING the weather today! Holy cow. ,positive
stats class  then seeing SHAYNA!,negative
@Labanya_x3 Yeah I'm ok. Are you ok ... you said you were upset  Is everything ok?,negative
"@BHbizblog @JillianAnderson I was in Rapid again this weekend. Need to correct: Funny sign at Jolly Lane, not at Plantsmyth. ",positive
@johnlacey  Gastonomically quite a distance from the beer battered fish'n'chips! Hope you find it satiating! ,positive
@jonasbrothers http://twitpic.com/5cmep - Colombia will miss you... ,negative
"@Future_BrandNu i don't do it officially..it has been word of mouth, but i should look into starting. hehe  would be fun.",positive
its my mom's birthday today..i just emailed her a while ago..so whats up kidds? i miss someone so much  i cant smile....,negative
@bensummers remember the &quot;how to save $500000 by installing Oracle in an rcapped zone&quot; slides at LOSUG? Oops ,positive
Ok this sore throat is pi$$ing me off now. I hate being sick  I won't b working tonight but I'm hoping that I'll feel better tomorrow,negative
@AliAliAls http://www.youtube.com/user/jaaaaaaa entertainment ,positive
Currently blasting DRAKE!!! (a usual occurrence!) ,positive
A huge thank you to everyone who came out to #12for12ksd tonight! Had such a fun time with all ,positive
@BlueEyedGirl18 Thanks for the follow  (um),positive
i hate my life  lifes a bitch,negative
@CanadianGir2112 I wasn't freaked! lol I don't take those kinds of things seriously..xpect those things w/only 140 characters to tweet! ,positive
"@JRU_1962 Peeling, but no more burn. Thank you for asking! ",positive
My internet is being terribly slow today  .... I think I'm just gonna watch some TV.,negative
waiting for the bus... and i gots to potty ,negative
sounds like the heavens have opened. man i hate manchester some days ,negative
@ the starbucks drive thru; already hyper after work.. but oh. it's gonna be a long night I can tell already ,positive
life is good and bad 4 me 1 im partly deaf but im off skool yay but the other bad thing is i carn see morgie or hear him  love u morgie xx,negative
isn't happy that it's cloudy and dark today ,negative
"@elfethe Dammit Fethe, your malicious spoiler has ruined my life ",positive
woooooooo got my hills season 4 dvd box set ! .. and managed to lose my voice.  hah,negative
Babysitting   haha fun friday night!!! NOT,negative
"@bobgorila  how sad... the only downside of pirating my tv versus buying from itunes i guess. oh well, i save tons of $$ this way.",negative
@mattclark182 it's such a relief when it's been done though ,positive
"@sarahockler If it isn't too creepy or unprofessional, might I say I miss you?    I don't like it when you're internet-absent.",negative
Had a great dinner and is off to bed ,positive
@gfish3000 LOL love of FSM - I love it! (and FSM ,positive
Good Afternoon!  &lt;[:Khalen:]&gt;,positive
@xbagelx I WON'T! soo excited to see you tomorrow!!! @xjoshdx breakfast tomorrow! @anyoneelsewhowantstojoin breakfast tomorrow @ coop! ,positive
"looking for my dog, she escaped ",negative
"@ORRiginalPromo If my landlady wasnt the devil u could. lol You, me Lindsey &amp; Jeremy shld paint the Production Room! ",positive
Ano tong twitter. ,positive
having my morning coffee.. what a night. ,negative
@Behindthecouch yeah look what you started!! Lol ,positive
@taiiiiii I'm dumb but you left it. Simple bitch. Write another!! ,negative
"Bye bye beach...back to reality  But, I have lots to do to get ready to move! Thank goodness, I'm staying in the same complex!",negative
Working on another painting...will list and post here soon ,positive
@Nikkipixel I think i'm falling in love with you!!  xxx #iloveyou,positive
A migraine &amp; tonsillitis again- why is it that I have colds/migraines/tonsillitis so often? Off to bed eventhough I've slept all day ,negative
@kwill1000 Scientifically proven that heat is directly correlated with anger. Google it  and be patient with them.,positive
Me and Matt are gunna go watch drag me to hell in a bit. Dinner first. Dates are so fun with him  haha.,positive
"@katylampson ouch, but i guess so ",negative
@jpuke sorry I couldn't be there.  I love you and wish you the best of luck! Congratulations!,negative
Feeling so blue... I guess I'm just tired ,negative
Stuck on a train back to Kent - not getting OS3.0 for at least 2 hours ,negative
All around great effing night tonight. Looking forward to the rest of the weekend. ,positive
is soooo pissed about her car failing its MOT ,negative
"@angelbear7 Windows XP is a good start, Angel!    Do you know how to use and of these: Word, PowerPoint, Excel, or Access?",positive
Going on a 2 day hike - o joy ,negative
"@rc55 how long has that account been lying dormant? A week? 90000 emails, pfsh. Grow up. ",positive
being hated by my parents soooooooooooo much!!!!!!!!!!! ,negative
@MzPurrfection Good Morning!  How are you doing today!,positive
@marion2u Okee ,positive
@benjphoto hehe yes I accidentally posted it...I meant to save it for two days...so I updated it...will post in a few days ,positive
Is going to work. Cousin is here :3 ben will be here later! School tonight ,negative
"@importantshock @simX for the record, you two are assholes ",positive
@tahmac no prob love- Have lots of fun ,positive
@Cassiedog I hate when that happens. That one had some juicy miles. ,negative
my one and only chance to watch alex ferguson chewing gum is gone! And wayne rooney  too bad christiano is gone ,negative
I love the smell of fresh cut grass ,positive
to fan: you got that right!!!!!! ,positive
just changed the twitter app on my phone. its better than the other but i miss the old one  looool,negative
I love all of my new tweeties. Welcome &amp; pls tweet me to we can get to know each other. ,positive
Off to the bachelorette party!!  I'll be good I promise.  ,positive
@BeaMarqz  what do you mean? :-j haha. i'll try again later.  #whatsmysection #whatsmysection #whatsmysection #whatsmysection,positive
Need's help with this anxiety crap ,negative
sorry i missed an oportunity that could have changed everything ,negative
"@AmysFinerThings good for you! I actually just got my own tortilla press for my birthday! Hopefully, I can try it out this week. ",positive
Kings of Leon - Revelry...awesome song  ? http://blip.fm/~5h8zu,positive
Another beautiful day.    Stuck in the office with no air-con again =(,positive
.... I'm hungry but I'm scared to eat cause I'm bloated ,negative
OFF to school; ugh Twitter needs something where you can &quot;text&quot; your status to them through regular messaging. I dont got twitterberry ,negative
@kmuffle I like them ,positive
"today was siiiiick as fuck! saw miss may i, was too shy to talk to my bby  lol anyway got to meet impending doom ",negative
@bella456 heh who knows maybe it's in the next one ,positive
In Shangri-La soaking up the sun.  Ugh I wish I could invite everyone! I miss my crew. Going shopping...,positive
"&quot;if your boyfriends got beef, tell him im a VEGETARIAN and i aint F*&amp;%ing scared of HIM&quot; ",positive
@nikifer i know nothing and im still stuck in the past hahaha but i hope you're happy niki! i lalalalovee you ,positive
"@Gemmaboyle hihi, how did you do that?  fell asleep ?  how are you btw...?...couldn't ask last time you were online...",positive
Study for the day done; time for knitting ,positive
@tippingptmedia They told me I got the last 16GB white one last nite at Eastview ,negative
Going to Seaworld then the movies ,positive
@fscker just reply to me with the pr # and i'll grab it. because i can do that!! holy crap! ,positive
7 more hours to go ,positive
"Just got done watchin Definitely Maybe, hopes he calls! ",negative
@CCNMikes: my hubby LOVES yard work he's meticulous he uses scissors 2 cute grass around the trees n can stay in the yard 4 hours ,negative
bored!!!  been billed every1z  gone to bedd!!,negative
@jackgraycnn No.. this is what happens when you have no Saturday date... ,positive
i have to go to work soon ,negative
@hillaryluong because elmo is scary ,negative
@OfficialTL Hated it  Adam Rox!,negative
@jroberson4 Good luck at the services tomorrow!! I wish I could see you guys on your vacation! ,negative
Looking for food at home!.... nothing ,negative
Wanting to kill myself! Watching the king of queens with duke (the puppy) im so alone ,negative
"Sade, Stevie Wonder and John Mayer sorta music day. check my myspace for my current favs you will likeeiiee too ",positive
@brittni53 HAVE FUN AT WORK!  I'm at work too ,negative
"massaging my sunburnt neck.  in San Francisco, CA http://loopt.us/dU_mDA.t",negative
"Today I'm going to break the top 400, with YOUR help. 71 more followers required.. Who's gonna help me do it? Pretty, pretty, please? ",positive
Craving for ice cream!!! i just ate one like two hours ago.. but i still want one so BAD!!! arrghh.. ,negative
@lilyroseallen oooh you are in luxembourg?? damn i wanna be there too ,negative
OMG - the response is amazing isn't Twitter fantastic!!! Thank you all very much for the green  a rose 4 u all   http://twitpic.com/7j425,positive
Getting ready for tomorrow's Peace Mural unveiling at Mount Vernon School! No mayor  But Newark's edu commissioner's coming!,negative
#myweakness Dimples!!!!! Yummy ,positive
"@LuvRedandWhite lol, dealing with banks and traffic for over 2 hours=   yes, i just don't know what time",negative
This has been a strange nite.  I fell asleep while waiting on Ciara to perform on Jimmy Kimmel (how was she?) ...now this scary thunder!,negative
"@rbuerckner They're jealous of pink ugg boots, clearly ",positive
@YungPayne I'm not that nice during finals week ,negative
Twitter occupies my time ,positive
"@checkerpine awww, no fair!! i've never used singapore airlines  hiks hiks. hahahaha",negative
ouch burnt myselfff ,negative
I hate that feeling of knowing you're going to get yelled at as soon as you get to work. ,negative
"i'ma crash early, god i'm so sOOo tired! not used to having a saturday class.  goodnight!",negative
Got a free movie from promo code ,positive
Tumblarity is horrible. - misformay: Awww May its okay -pat pat- I donï¿½t even understand it  http://tumblr.com/xgk1r68dm,positive
Mad that i just bought a iphone a week ago for $200 and now there $99 ,negative
getting ready to go to jay's ,positive
@hendrika25 oh lame. i was just at that beach today and missed the whales ,negative
"@catashton ermm, more like a full black upper half.  and some a completley grey ",negative
"@Restrictor Or a duck! Or wood, which burns, like a witch! He's not a witch! ",positive
@TownHallSteps1  no worries ,positive
Good morning  Need to whip up a batch of icing today... In hopes I get to make that special cake in the next couple of weeks!,positive
@windusa Check this out mate: http://bit.ly/5vLiT  Might help! ,positive
@nickstatler ..my throat hurts.. ,negative
Must do some practice for the gig tonight. Can barely remember which way round to hold the bass ,negative
seesmic desktop keeps on acting weird on my laptop. Good thing twhirl is still superior ,positive
doing my nails ,positive
@theyOe get well soon ,positive
@RevFry LOL. Awww...cute! ,positive
Up early against my will  direct tv guy is here ugh. Need Coffee stat!!!!!,negative
@leahdoll Hi leah-bo-bia ,positive
@FUHRANK This biiiiiiiitch. That means I have to put clothes back on ,negative
@sukhjit oh I see. so wait and see ,positive
@leylairoyale nice lights! ,positive
I dont feel well. ,negative
classes suspended kasi H1n1 postive na ang school namin  haha plastic ko XD,negative
On the road to Cat Lady Land. ,positive
"@CherryBear Yes, gets everywhere.  Will require another shower when I get home.",negative
i have to admit the chiropractor made me cry today ,negative
@joeymcintyre If u want send me the pic &amp; I'll crop it for ya!!! ,positive
Welcome aboard Warren C. To the Underground V.I.P access area please ,positive
@nunnie20  don't rub it in (pause) how was last night?,negative
"@Aimsie aaww from wales to london, just for shopping and drinks? :-p lol oh btw can you follow me back if you dont mind pls ?  thanks",positive
is at a dangerous piont in her life ,negative
@zhulik im just living in the present enjoying every minute of the day  ,positive
@leahkcat Awesome! I'll look forward to it ,positive
In for the night early! I'm mad iI'm not in Miami with my girlsfor Dess birthday...had important meeting and now I can't go! ,negative
"headache  I woke up all delirious again today, no idea where or who I was lol",negative
"@_MoisesArias what? don't! come on, man. don't leave us alone here ",negative
Good morning church time ,positive
@greekpeace HA!  I am sure your arm was TWISTED   Have fun love!,positive
"The sun is shining, going to walk the dog! Yay ",positive
"@Xanneroo dare undertaken, outcome reported: I loathed you but I did like your garden ",positive
just at the office sat at a desk i feel like a buisness women  ! apartment hunting ? hopefully if this matthew man stops bein a pooper!,positive
@Viriiguy hooray but you need money to move stuff. I tried writing motherlode on my forehead but nothing happened ,negative
Really don't feel like leaving the house. Really want a lazy day. Gotta visit family for housewarming.. That means changing outta pjs... ,negative
Sorry wrong night. ,negative
"Thank you for all the #FollowFriday mentions, and thank you to my followers ",positive
@simoncowelI LOL You are not the real Simon Cowell. I feel sure he is not that big headed. ,positive
Just beat it! ,positive
"guise i don't wanna go to physiotherapy, it sounds so painful..  but i just want this weekly pain to go away...",negative
mmmm....chocolate is good  as is sun,positive
"my fiancee's in the hospital right now, doing fine. but their computer won't allow me to go to facebook. ",negative
"@JoshCowdery I know that feeling, I haven't slept in days ",negative
@majormorgan dude love to - except im on a plane to vietnam that day ,positive
Waiting for Gossip Girl to start ,positive
"I jus voted for Robert Pattinson for who is the most handsom man in the world, and even with Johnny Depp on there, Robert got 58%!!  ",positive
@ayeshabilqis ehehehe PEEP?? i have many PEEPs ,positive
@Nanette do you ever find yourself calling her em in &quot;real&quot; life? ,positive
"bed time soon, so tired ",negative
okay.... sunshine wins... great day for a beach session today! ,positive
Jake.. Another Little Piece Of My Heart !   ,positive
@Stupidpebble you must add BOVALIXIA to the urban dictionary ,positive
I'm afraid the cucumbers we planted aren't going to come up.  The rest of our plants are doing wonderfully though! ,negative
@racheltrue Wish I had a cure for you. I just took a job working nights as my solution ,positive
I'm told the sun will be making a cameo appearance later today. For now the gray overcast curtain is still firmly in place. ,negative
I love Jumper.  def one of my favorite movies.,positive
Hey @bkmacdaddy ... scrap the grunge look idea for site...just had postcard rejected &quot;Don't like grunge&quot; ,negative
@cheyroux will as soon as i can get the comp it wont do it from my phone  x,positive
such a good weekend ,positive
"@recamel I get a lot of online audiobooks from the library and Abraham-Hicks was there, that's when I actually started l listening ",positive
"might sew cosplay today, might not. AE is too close, I prolly won't finish if I start now. ",negative
"...on date. Boy doesn want a gf, girl wonders if she should say anythin or admire from afar. My love life is like a crappy teen movie ",negative
up early for the first time since school let out. ,negative
Packed most of my shit just need to pack my odds and ends awwk gotta leave my babies for another three days ,negative
Good night everyone ,positive
It's too nice of a day to be working.... ,negative
@lisasamples BAH! That reduces the odds on winning the $100  That sucks....,negative
happy to be twittering again!  my gov computer bans me from twittering  ,negative
"@tehcaitzorz I'll try my best to go! I think I might have work, but I'll try to switch my shift ",positive
@WeePunk Aww.. I'm sorry.. can you not work in the pub garden today??!! I would love to bring you along too ,positive
@SilknPearls  I'm extremely addicted to twitter ,positive
@peterfacinelli one of my faves!  But not enough Facinelli. ,negative
feeling not so good ,negative
i very very unburnt ,negative
Hannah Montana Season 1 People Who Use People ,positive
"Who spends $9 to go to the gym? Apparently me, that's who.  Not happy.",negative
is yay  chamichi's online. haha.  (dance) http://plurk.com/p/t9dis,positive
Going to go make some food  because i didnt eat all day!!,negative
i loooooove bank holidays ,positive
"@head4thestarz NO, the dirty tile!! ",negative
@mochadad im always ready for a good time ,positive
@yojibee @thomas_jung I seriously hope SAP is going to rename FPM one day. It still sounds like a WM tool. ,positive
@Abduljr not on my phone but on the internet it totally is!! ,positive
Let's go Lake show ,positive
wishing i could get tickets to the Johnny reid concert on the 24th....no luck though only upperbowl left ,negative
feels really drained  Hates working on a Saturday.,negative
"I will protect my updates now, so sorry! ",positive
3D tonight  it came wayyy to fast,negative
"Has now gotten somebody to read his tweets, but cant get them to make an account. ",negative
"@Chelsa_love wow, thank you so much for them! you also capped the features  *kiss* i start uploading today with a HUGE credit. thank youu!",positive
"Hmm, what to do with my first real day off in months? ",positive
Can's sleep - doing Design&amp;Tech assignment  x,positive
@artixkrieger best release EVER you guys rock!!! ,positive
uuufff!! Prevert poem.... ,negative
is going to miss tert. ,negative
is eating a whole pizza by herself. sigh. LOL. domino's cheesy garlic bread is yum! ,positive
My gosh will the plane crashes this year ever stop??! its making me scared to fly..considering this is WHY I fear flying... ,negative
@antdeshawn mornin Ant ,positive
sure can   i just put a 2-2 on ,positive
"wants to be off already, but dreading going home due to &quot;family discussion&quot; ",negative
#mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany ,positive
"@princess_monica For some reason, i had the thought i wud be receiving at one least one drunk text from you....lol...guess not 2nite  lol",negative
"@amber_eubanks me, too ",positive
I should have just married a doctor I'm with one all the time anyway  back at the clinic again!,negative
@CalmedFury Sweet! Def gonna miss them when I go home ,negative
wants to feel blissful...Its been a minute... ,negative
"@TerriCook Good Evening Terri! Have missed you lately, hope life is being good to you. Have a wonderful evening !  ",positive
@aulia Well there u go. I learned something today ,positive
Happy Mother's to day to all you mommies out there!! I'm thankful for my 2 beautiful kids ,positive
Aww! Watching I am Sam. It's soo good yet so sad! ,negative
"I am very disappointed of you, my heart broke, yet you do not mind  im so sad---",negative
One more day of fun in the sun then it's back to reality ,negative
@stuartmanning lol what else can I say ,positive
@MzChrys And I'm on my way there. ,negative
"@stephyt One time during a game of drunken charades, dude started stripping then pointed at me. They shouted c____e, which was right ",negative
@Gracelykerain that's gotta be a first...at least in a while ,positive
@sugarnspicevamp yeah mosquitoes!! The are actually pretty common here in mexico city but NOT in my bedroom! ,negative
exam exam exam ,negative
Trying to download music since nobody will burn me a cd ,negative
i gotta go. my parents are angry with me and it's too sad. bye world. being famous will remain only a dream ,negative
"@ronnicaih oh that stinks, someone else told me that too! Stupid IE doesn't work for some peeps!  it works for me at work though... weird!",negative
@derogatory are you dating anyone? ALSO YES I DID kou is so great omfg I love him so much. I wish I could date him instead honestly ,negative
Where's my Happy Birthday tweet-out @Mav_7? ,negative
@yayKIMO Finally I will know 2moro since you couldn't spill ,positive
I can't change my background image ,negative
@Jan3005 thank you muchly ,positive
"oh herwo, stupid ymcam mtg today. ",negative
@rebeccabakic plz be nice and twitpic it ,negative
"@stpclngmePACHI ok, just thought iÊ»d check ",positive
"...ok so apparently I have 3 followers, but only two are showing up on my list, I'd like to know who my third is ",negative
@verycris I hope Lana's okay  x,negative
"@XXAZNGOODiEZXX Cher, I love twitter! But no one uses it  MISS YOU!",negative
@F_Lizzie I know  and i was just about to change my icon. uhh.,negative
Finally!! Roger Federer wins French Open! 14 grand slam titles! wooohoooo! ,positive
twitter...is it another virtual addiction..?? !!  hehe,positive
@24k  It will be exciting .. unfortunately until we can stop supporting IE6 we are stuck in the past.. ,negative
On lunch break finally. It's really pretty today ,positive
aw nooo....my fav model @kaliyahpjones twitter is sick  she needs to get her barbie ass on to fix it! lol,negative
Next time you might want to know what i've done before you say i did stuff to you...having a great day even though it's raining ,negative
@CaroMcC It's not your # of tweets. It's number of server calls tweetdeck(?) has made to the twitter API for you ,positive
another 5 more hrs ,positive
Finally homee from Gabbi's party.  I'm doingg okay.,positive
"called nathan to say goodnight, every bone in my body literially aches for sleep  owwie",negative
WHY did I discover guitar hero now that I am in school? I want to blow off homework and go play! ,negative
text me to let me know ur ok sweetheart !!  Then i'll sleep fine !!! xxxxx,negative
@BawdseyBuoy She was up waaay before me... ,positive
@donnamariasu awww. neddy is such the lady's man. ,positive
On the phone to Virgin again ,negative
need a vacantion...kind of miss tg jiu ,positive
@thisgoodlife oh I am so sorry.  That bites,negative
Scott Downs on for the Save in Toronto. Let's go #Jays! ,positive
"@chrissy_08 yea, it does. i need to make 400 by july, otherwise i have to borrow from mike again, and i dont want to.... ",negative
@Rosyosy glad you perked up  I'm off to bed ... Eliot made me doze off!,positive
going home frm kemah  wid my parentss!! haddd fun wid da familia =D gayy skool tomorroe =/,positive
"@M1N10N Needs more green!  Ace start, keep going.",positive
I wish someone would SKYPE with me! ,negative
@bacieabbracci Hey! Thanks ,positive
"@tammyseale We do take freedom for granted, don't we? ",negative
ok everyone have a great night be on in the morning  @DonnieWahlberg @joeymcintyre xoxoxo night luv u,positive
"@christinerob Thanks, just made a few more changes  I just found a great online design tool for Twitter backgrounds http://bit.ly/HAEDe",positive
@Alyssa_Milano you seem like real alysa milano... ,positive
"Random..but Keri should really be on the cover of Cosmopolitan, they need a fresh face on their cover. Just sayin' lol ",positive
Just watched the Tweetup Hyderabad video. Looks like fun! I wish I could go to a tweetup too! ,negative
sad! nico in 19th.  there goes the race for him.,negative
@Ozquilter That's what you'll be helping other ppl do (stepping through the door) ,positive
says FINALLY!!! its RAINING  http://plurk.com/p/ozxae,positive
"@MisterRo I'd hold off with the hat purchase for June. I really would.  Pleasing ladies will require many, many more KMs to be run...",positive
"@DonnieWahlberg you keep doin what you do, you keep us motivated, happy and bless us everyday  u make me smile ",positive
awards in an hour. i cant go  and it sucks. cuz i want to really bad.,negative
Im just dying here waiting 4 New Moon to comme out ! ,negative
is off to town to shopping oh yeah my foots killing ,negative
@Mike_Mauriello trust me id love to live theree ,negative
plus it hurts seeing sum1 you love falling for someone else!  not even kidding im wellllllllllllll gutted. xx xx,negative
@keithkurson Have fun! It's an amazing show ,positive
@seanmurphymusic thanks 4 following me! ,positive
@carldeleon you know who hasn't talked to me in awhile? that @aldenpolicar dude ,negative
is watching TWILIGHT with commentary!  rob is so funny.,positive
@maryk3lly i like ur keychain as well ...  so cooll,positive
@mrskutcher as much as i love lanvin: 1st - those shoes are hideous; 2nd: there are better (and smarter) ways to spend $540 ,positive
says OMG!!!! My amazon package has shipped!!!! I can't wait for it to get here!!!!!!  or maybe I can...(unsure),positive
Far too early ,negative
terminator = totally adequate but only just adequate ,positive
In the tub.. About to drop in vanilla fountain bath bomb ,positive
It's Memorial Day A two more weeks of school then its SUMMER!!! ,positive
@sethsimonds I thought he was bang on about MA though ,positive
@samantharonson Looks sketchy to me..... I would maybe put a chair under the door ,positive
"Is enjoying a beach day with the Stowell, Bottoms, Cospito clan!!!!   ",positive
Back from meeting my best friends' english-exchangepartner ,positive
@methodmissing 04:00? Looks like you're living the good life in Berlin. ,positive
@promedia hope he loves it even if it isn't a surprise ,positive
"#BIGGUP to vegas!!! What happens in u, sometimes makes it way onto myspace.      lol but really :-D",negative
@I_Hoops am I? ,negative
I don't think it could be a more gorgeous day out. Concert in the park @ noon ,positive
has to clean her room for her party and still doesn't have a costume. Need help asap ,negative
eating gummi wormss ,positive
Way to go FSU Baseball  #chokeeveryyear #canteverwinwhenitmatter #makesmesad,negative
@tariqkrim Is it possible to get a alpha/beta download of jolicloud? I have a dormant netbook with mac os x that needs some new life... ,positive
"Steaming couscous, enjoying maker's and punt e mes mnhtn. ",positive
"@mandmachine Oh, yes, I could see us! I have a little replica model of  it - that's about as far as I'll get in owning one!!!!!! ",positive
@giagia That's when your tummy smiles ,positive
Just had two epic fails in the past 15 mins  bad bad night tonight,negative
A must watch!!!!  Go Lakers - http://bit.ly/cJ5V5,positive
@jdakar mmmmmm i can help u be that better man lol ,positive
When you go round to a girls house: check the remote for batteries ,positive
Hates feeling this sick when she has so much work to do ,negative
odio questo collarino Ã§_Ã§ IM FREAKING OUT.. pray for me ,negative
needs an iPhone or a blackberry to tweet all the time ,negative
@pdowellx1 Eff off you EFFING effer!!  I love you... XxX http://effing.cc,positive
"Just watching Heroes at the moment, episode 21, very close to the end of the season, hoping it's going to be EPIC! ",positive
@kjgriffin18 Thanks you too! Luckyy! I only see them once this summer  Have fun!! ,positive
@teasingdiverse  we saw it in the theaters and I loved it so I cannot wait to watch it again ,positive
Wants hair dreads so badly now. No money ,negative
@carloschandler I just meant you dancing at the dance ,positive
@Glamourcheck8 because I get behind! haha I always end up doing other stuff ,positive
@ nawong How do I go about getting access to idzr.org I'm dying to try it out ,negative
@liiiindsaay it was my fault and I know I'm an idiot! ,negative
my tooth still hurts. Oww   morning.,negative
twitter sucks..... im goin to bed ,negative
"Beautiful, rainy Sunday afternoon (the best kind)....and my kids have to be back at TR by 3:30  I'm not going to say what I'm thinking...",negative
"SIC's campus is amazing, but I really just want to be home. ",negative
@Swizec @anca_foster @robertbasic oh how i've missed these endless-wacky-tweets ,positive
Now Playing: Silly Love Songs - Paul McCartney; I love you. ,positive
